"geometry","pair","size","time","species","perimeter_um","relative_perimeter","concentration_uM"
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",18.7511749263744,0.0660377358490566,1.48746123049877
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",19.6440880181065,0.0691823899371069,1.48005740232025
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",21.4299142015707,0.0754716981132075,1.47248534598595
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",22.3228272933028,0.0786163522012579,1.47248534598595
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",24.108653476767,0.0849056603773585,1.46831692839029
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",25.8944796602313,0.0911949685534591,1.46209965633033
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",26.7873927519634,0.0943396226415094,1.46209965633033
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",28.5732189354276,0.10062893081761,1.43273350469475
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",29.4661320271597,0.10377358490566,1.4062366297065
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",31.2519582106239,0.110062893081761,1.3833517022031
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",33.0377843940881,0.116352201257862,1.36461242650533
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",33.9306974858203,0.119496855345912,1.36461242650533
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",35.7165236692845,0.125786163522013,1.35165596599696
